 Blood Bank Name, Address, Contact No, Latitude, Longitude
Sunrise Institute of Medical Sciences Private Limited Blood Bank,Sea Port Air Port Road,0484 4160000,10.025327,76.338945
Mar Baselius Medical Mission Hospital Blood Bank,"NH49, Near Post Office",0485 2822203,10.064487,76.622272
Saint Joseph Hospital Blood Bank,Dharmagiri,0485 2862391,10.012211,76.323922
Lakeshore HospitalandResearch Centre Limited Blood Bank,Nettoor,0484 2701033,9.918926,76.318973
Nirmala Medical Center Blood Bank,Kizhakkekara,0485 2835343,9.982197,76.585123
Sree Narayana Institute of Medical Sciences Blood Bank,Chalakka,"0484 2479199, 0484 2573023",10.156697,76.282305
Sanjoe Hospital Blood Bank,A. M. Road,0484 2522251,10.114174,76.472666
Morning Star Medical Centre Blood Bank,Nazareth Hill,04864 222114,10.011876,76.958497
Alphonsa Hospital Blood Bank,"Annakara, SH 19",04868 263873,9.665029,77.158547
Holy Family Hospital Blood Bank,Muthalakodam,04862 222231,9.912319,76.733924
I. M. A. Blood Bank Society,Thodupuzha Town Road,"0486 2329400, 0486 2221237",9.894113,76.708945
M/s. Al-Azhar Medical College & Super Speciality Hospital Blood Bank,"Building No. IV/305/A, Ezhalloor Post, Thodupuzha, Idukki",04862 223000,9.940275,76.721012
Sara Memorial Medical laboratory and Blood Bank, Brigade Centre Fort Road,0497 2767368,11.7494919,75.5229777
Kannur Medical college and Hospital (Prestige educational Trust) Blood Bank,Chovva Mathanur Road,0497 2855001,11.875772,75.499253
Cannannore Co-operative Hospital Society Blood Bank,Talap,"0490 2341604, 0490 2341035, 0490 2341036",11.764148,75.479831
District Hospital Blood Bank,Railway Road,0497 2733500,11.861216,75.370639
Kerala State Co-operative Hospital Complex and Centre for Advanced Medical Services Limited,Pariyaram MC Campus Road,"0497 2808080, 0497 2808111",12.072392,75.294333
The Payyannur Co-operative Hospital Society Limited,"No.C.1487, South Bazar","04985 207372, 04985 207373, 04985 204051",12.106236,75.209538
Josgiri Hospital Blood Bank,"Thalasherry, Kannur",0490 2341130,11.759133,75.478803
Tellichery Co-operative Hospital Blood Bank,Palissery,0490 2325306,11.748758,75.486599
Malabar Cancer Centre Society Blood Bank,"Moozhikkara Post,","0490 2355881, 0490 2355981",11.749387,75.523483
"District Hospital Blood Bank,Kanhangad","Chammattam Vayal, Bella (PO)",0467 2204333,12.314687,75.105095
Saint Joseph Hospital Blood Bank,Anchal Post,"0475 2271341, 0475 2271342",8.929263,76.91794
District Hospital Blood Bank,Chinnakada,"0474 2768667, 0474 2798999",8.885954,76.585798
Bishop Benziger Hospital Blood Bank,Beach Road,0474 2768204,8.929265,76.91794
I.M.A.Blood Bank,"Ist Floor, IMA Centre, Ashramam",0474 2766551,8.895879,76.593227
S.N.Trust Medical Mission Sankar Memorial Hospital Blood Bank,Kollam,0474 3918424,8.889845,76.598524
Upasana Hospital Blood Bank,"Cantonment, North Ward",04742 762888,8.891151,76.600269
Padmavathy Medical Foundation Blood Bank,Sasthamkotta Road,0476 2831408,9.053305,76.633027
Azeezia Medical College Blood Bank,Meeyanoor Road,0474 3069200,8.889894,76.739784
Quilon Medical Trust Blood Bank Kollam,"N.H. Bypass Road, Umayanalloor","0474 3069999, 0474 2729393",8.875477,76.64364
Saint Joseph Hospital Blood Bank,Pathanapuram,0475 2352333,8.950688,76.917924
Government Hospital Blood Bank,"Govt. Blood Bank 
Thaluk hospital 
Punalur


","0475 2222702, 0475 2228702",9.019172,76.924716
Rotary Blood Bank,Mangad Building,0481 2567403,9.593201,76.521811
Immaculate Heart of Mary Hospital Blood Bank,"Bharanganam, Palai",0472 2236158,9.70387,76.720484
Mary Queens Mission Hospital Blood Bank,Erumely Road,0482 8202460,9.558106,76.813888
Medical College Hospital Blood Bank,Gandhi Nagar S.O,0481 2592220,9.631991,76.5188
M/s. Bharath Charitable Hospital Society Blood Bank,"Azad Lane, Kottayam",0481 2582947,9.589306,76.519311
Saint Thomas Hospital Blood Bank,Chettipuzha,0481 2721797,7.475639,76.547201
Holy Ghost Mission Hospital Blood Bank,Muttuchira,0482 9283202,9.757246,76.499785
S. H. Medical Centre Blood Bank,Nagampadam,0481 2562240,9.594305,76.529494
Carmel Medical Centre Blood Bank,"Arattu Kadavu Road, Thirumuppam",0482 2212785,10.091904,76.265596
Marian Medical Centre Blood Bank,Arunapuram,0482 2215519,9.706013,76.662387
Believers Church Medical College Hospital Blood Bank,"M/s. Believers Quarters Theological Seminary Building Number, XXXII/402(7), Kuttapuzha Post, Pathanamthitta
",0469 3023100,9.416683,76.575292
Velankanni Matha Hospital Private Limited Blood Bank,Building No X/387 N,0481 2790920,9.64845,76.549562
Caritas Hospital Blood Bank,M. C. Road,"0481 2790025, 0481 2790029",9.645257,76.549907
MMC Hospital Blood Bank,Modakkallur,0496 2701666,11.433739,75.775293
Metro International Cardiac Centre Blood Bank,"Building No. 03/1020 A-M, Basement Floor (B1), Thondayad Bypass Road, Guruvayoor Appan College ",0495 6615555,11.245438,75.836104
Kozhikode District Co-operative Hospital Blood Bank,Eranhipalam,0495 2766820,11.276572,75.784673
Government General Hospital Blood Bank,Calicut Beach S.O,"0495 2365367, 0495 2365917",11.256595,75.770942
Baby Memorial Hospital Blood Bank,Indira Gandhi Road,0495 2777777,11.259595,75.792216
Fathima Hospital Blood Bank,Bank Road,"0495 2766630, 0495 2766640",11.261961,75.780087
Saint Joseph Hospital Blood Bank,Agastianmoozhi,"0495 2298536, 0495 2297492, 0495 2295024",11.3311361,75.9836769
Santhi Hospital Blood Bank,Omaserry,0495 2282550,11.362673,75.964611
Badagara sahakarana Asupathri Limited Blood Bank,"Edapally-Panvel Highway, Narayana Nagar",0496 2520600,11.589708,75.595256
Sree Valsam Institute of Medical Sciences Blood Bank,"Naduvattam, Kololamba","0494 2661000, 0494 2690696",10.765337,76.007335
Orchid Institute of Health Care and Research Private Limited Blood Bank,"PB NO:212, Down Hill
P.O.Malappuram","0483-2734279, 2736369, 2736569",11.051502,76.06974
Karuna Medical College Hospital Blood Bank,"IV/931, Vilayodi, Chittur",04923 221792,10.680366,76.775773
Mother Care Hospital Blood Bank,Vattambalam,"04924 232600, 04924 232888",10.983437,76.423227
Palakkad Blood Bank,"5/373, I Floor, Soorya Enclave, Opposite Palat Hospital,
Civil Station Road",0491 2505066,10.761629,76.655046
Holy Cross Hospital Blood Bank,Adoor,04734 2282466,9.161659,76.724452
Lifeline Super Speciality Hospital Blood Bank,"Building No XII/804 J, 14th Mile, Melood ",04734 223377,9.163442,76.706321
Poyanil Hospital Blood Bank,"Kozhencherry, Pathanamthitta",0468 2310600,9.336697,76.707947
Menathottam Hospital Blood Bank,"Angadi, Ranni",04735 226227,9.381963,76.77424
Pushpagiri Hospital Blood Bank,Thiruvalla,0469 270 0755,9.380994,76.580962
Thiruvalla Medical Mission Hospital Blood Bank,Post Box No. 74,"0469 2626096, 0469 2626000, 0469 2626262",9.393924,76.578423
NIMS Hospital Blood Bank,Aralumoodu,0471 3951111,8.30492,76.5434
Regional Cancer Centre Blood Bank,Medical College Campus,"0471 2443128, 0471 2522222",8.520478,76.924243
Sri Chitra Thirunal Institute of Medical Science and Technology Blood Bank,Chalakkuzhi,"0471 2524477, 0471 2524406",8.521055,76.926493
Women and Children Hospital Blood Bank,Thycaud,0471 2323457,8.487383,76.956904
Ananthapuri Hospital and Research Institute Blood Bank,"NH Bypass, Chacka",0471 2506565,8.486539,76.926988
Kerala Institute of Medical Sciences Blood Bank,"Anayara, ThiruvAnanthapuram",0471 3041222,8.513628,76.909544
PRS Hospital Private Limited Blood Bank,Killipalam,0471 2913000,8.480729,76.959445
Sree Uthradam Thirunal Hospital Blood Bank,Pattom,"0471 4077777, 0471 4077194",8.599623,76.969593
Superior Blood Bank,Gandhari Amman Koil Street,0471 2334456,8.4935113,76.9474123
M/s. S R Super Speciality Hospital Blood Bank,"Building No 09/1109, 4th Floor, Akathumuri, Vennicode P O, Varkala ",0470 2611176,8.7081618,76.7316653
S U T Royal Hospital Blood Bank,Kochullur,0471 4177777,8.516322,76.940358
M/s. Ruckmoni Memorial Devi Hospital Blood Bank,"Ponnambi, Vellarada, Thiruvananthapuram","0471 2242027, 0471 2241017",8.4482986,77.127416
Sree Gokulam Medical College and Research Foundation Blood Bank,Aalamthara-Bhoothamadakki Road,0472 3041234,8.692755,76.914675
Thrissur Metropolitan Health Care Private Limited Blood Bank,Koorkenchery,0487 2425125,10.510405,76.21034
Saint James Hospital Blood Bank,"Anamala, Old Highway",0480 2710271,10.315567,76.335422
Mary Immaculate Mission Hospital Blood Bank,Chuvakkad,0487 2290237,10.508889,76.057764
Modern Medical Blood Bank,Modern Hospital Complex,0480 3953397,10.233898,76.194222
Royal Hospital Blood Bank,Guruvayoor road,04885 222133,10.645883,76.067384
Medical College Hospital Blood Bank,Mulangunnathukavu,0487 2200310,10.630259,76.202424
Mother Hospital Blood Bank,Olarikkara,"0487 2434100, 0487 2361091",10.519157,76.185077
Sacred Heart Mission Hospital Blood Bank,Irinjakakuda,"0480 2826545, 0480 2823128",10.349017,76.242118
West Fort Hitech Hospital Blood Bank,Guruayoor Road,0487 2388999,10.536504,76.197029
District Hospital Blood Bank ,"Round East, Thrissur","0487 2427778,  0487 2427383",10.522997,76.217675
Aswini Hospital Private Limited Blood Bank,Karunakaran Nambiar Road,"0487 6612345, 0487 2475000",10.534768,76.214142
Bishop Alappat Mission Hospital Blood Bank,"Kattoor-Karuvannur Road, Karanchira ",0480 2670267,10.395236,76.164596
Jubilee Mission Hospital Blood Bank,P.O.Jubilee Mission,0487 2432200,10.520189,76.227996
Malankara Orthodox Syrian Church Medical Mission Hospital Blood Bank,"Adupooty Hills, Kunnamkulam Chowannur Post",04885 222944,9.983303,76.474382
Thrichur Heart Hospital Limited Blood Bank,"ST Nagar, Kannamkulangara",0487 2433101,10.512613,76.214571
M/s. Ahalia International Foundation Blood Bank,"Ahalia Arcade , Kuruppam Road, Thrissur",04923 225555,10.8217479,75.8820596
M/s. Leo Hospital Blood Bank,"The Managing Partner -  M/s. Leo Hospital, No 881 (3) ","04936 202550, 04936 202711",11.604557,76.085057
District Hospital Blood Bank,"District Hospital
Mananthavady
WAyanad",0493 5245026,11.800634,76.001923
D. M. Wayanad Institute of Medical Sciences Blood Bank,Naseera Nagar,04936 287000,11.559371,76.160491
District Hospital Blood Bank,District Hospital,07394 235504,22.184448,74.211956
Ashoknagar Seva Samiti Blood Bank,"Bhonsle Complex, Vidisha Road",07543 222522,18.510632,73.816224
District Hospital Balaghat,District Hospital Balaghat,7632240799,21.818351,80.182799
Agrawal Blood Bank,"Main Road, Balaghat",07632 240022,21.816763,80.189731
District Hospital Blood Bank,District Hospital ,07290 222025,22.02134,74.541084
District Hospital Blood Bank,District Hospital,07141 233250,21.903381,77.898085
Padhar Hospital Blood Bank,"Gram Padhar, Betul","07141 263227, 07141 263228, 07141 263590",22.055189,77.86498
WCL Hospital Blood Bank Pathakheda ,"WCL Area Hospital, Post, Pathakheda",07146 270210,22.125155,78.142296
District Hospital Blood Bank,District Hospital,07534 234074,26.566008,78.782684
Chirayu Medical College and Hospital Blood Bank,"Bhainsakhedi, Bairagarh","0755 6679000, 0755 6679101, 0755 6679102, 0755 6679103",23.268916,77.308073
Gandhi Medical College Blood Bank,Gandhi Medical College and Hamidia Hospital,0755 4050148,23.259924,77.390958
Bhopal Memorial Hospital and Research Centre Blood Bank,"Bhopal Memorial Hospital and Research Centre, Near Karod Chourha, Raisen Bypass Road",0755 2742212,23.18006,77.25035
District Hospital Blood Bank,"J P Hospital, 1250, Hospital Campus, Tulsi Nagar",0755 2556812,23.229861,77.417539
IGH Gas Rahat Blood Bank,Indira Gandhi Mahila Evam Bal Chikitsalaya Gas Rahat,0755 2713100,23.1549,77.244677
Indian Red7091 Cross Society (IRCS) Blood Bank,"Indian Red Cross Society, Shivaji Nagar, Near J P Hospital
",0755 2526108,23.2307,77.419553
Kasturba Hospital BHEL Blood Bank,"BHEL, Bhopal",0755 2505304,23.222946,77.446666
MP Thelasmia Kid Care Society Blood Bank,"Opposite Hamidia Hospital, 4, Fategarh, Sultania Road","0755 2538891, 0755 5242131",23.2582415,77.3952417
Tatpar Pathology and Diagnostic Centre Blood Bank,"10, Neelam Colony, Bhopal",0755 2576466,23.25369,77.412695
Jawahar Lal Nehru Cancer Hospital and Research Centre Blood Bank,"Idgah Hills, Bhopal",0755 4255682,23.273077,77.380764
People Hospital Blood Bank,"Ayodhya Bypass road, Peoples Campus, Bhanpur Bhopal
",0755 4005227,23.301078,77.424616
New Bhopal Blood Bank,"B-82, E/6 Arera Colony, Bhopal
","0755 3206332, 0755 3206327",23.20973,77.437187
Arpan Blood Bank,"Maiti Chari. Trust 131/6, M.P. Nagar, Z-II  Kiram Complex",0755 4090142,23.2289768,77.4351847
Chirayu Health and Medicare Blood Bank ,"Malipura, Bhopal","0755 2737401, 0755 2737402, 0755 2737403",23.258167,77.39707
City Blood Bank of Bhojpal Charitable Trust,"Bajaj Complex Opposite Sindhi Gurudwara, Jehangirabad
",0755 3295144,23.26,77.412
JK Hospital and Medical Research Centre Blood Bank,"J.K. Town, Kolar Road",0755 4087000,23.178855,77.428807
Manas Blood Bank of Chinmayi Swasthya Seva Sadhbhav Shikshan Samiti,"Motia Talab, Bhopal",0755 4250909,23.26,77.39
RKDF Medical College Hospital and Research Centre Blood Bank,"NH-12, Behind Vrindavan Garden, Hoshangabad Road, Jatkhedi",0755 6710300,23.1749735,77.4604486
Bansal Hospital Redefining Healthcare Blood Bank,"Near Shahpura Lake, Shahpura","0755 7086000, 0755 4086099",23.199485,77.420061
District Hospital,District Hospital,07325-251166,21.204824,76.114212
Chandubhai Somabhai Patel Blood Bank ,"Chandubhai Somabhai Patel Blood Bank (of Arogyaseva Mandal), Rashtriyapura, Amravati Road",07325 255133,21.304,76.224
District Hospital Blood Bank,District Hospital,07682 248312,24.90762,79.584212
WCL Badkui Hospital Chhindwara Blood Bank,"WCL Badkuhi Hospital, Chandameta Post
",07162 220249,22.113513,78.430952
District Hospital Blood Bank,District Hospital,"07162 243442, 07162 243443",22.052641,78.937218
District Hospital Blood Bank,District Hospital,07812 222183,23.833141,79.440745
District Hospital Blood Bank,District Hospital,07522 238624,25.687237,78.442216
District Hospital Blood Bank,M G Government - District Hospital,07272 251718,22.962207,76.048075
Vishnuprabha Charitable Trust Blood Bank,"39, HIG, Chamunda Complex, Civil Lines",07272 253110,22.964817,76.046337
District Hospital Blood Bank ,"Bhoj District Hospital, Mandu Road  ",07292 235246,22.594249,75.308054
Mittal Hospital Blood Bank,"Narsingh Chopati, Dhar","07292 222451, 07292 222453",22.595954,75.299087
District Hospital Blood Bank,District Hospital Blood Bank,07644 234962,22.946033,81.075282
District Hospital Blood Bank,District Hospital,0733 2230779,21.824535,76.343016
Deep Blood Bank,"Near Priyadarshni Gas Agency, Bhawani Mata Road

",0733 2224705,22.8740505,74.7337069
District Hospital Blood Bank,District Hospital,07542 250312,24.646947,77.308376
Kanchan Medicare and Research Centre Private Limited Blood Bank,"Lohati Bhawan, A. B. Road",07542 226720,24.648661,77.302928
Indian Red Cross Society (IRCS) Blood Bank,"Indian Red Cross Society, Hospital Campus, Red Cross Building, Dabra",0752 4470222,25.531751,78.200319
 Blood Bank (Component & Apheresis Unit) G.R.Medical College,"Blood Bank, Neurology Building , J. A. Hospital Campus, G. R. Medical College, Gwalior.  ",0751 2403225,26.192166,78.164638
District Hospital Blood Bank,"District Hospital, Morar, (Maternity Hospital Campus) Morar",0751 5030097,26.225961,78.222716
Indian Red Cross Society (IRCS) Blood Bank,"Indian Red Cross Society, Behind Kamla Raja Hospital, Kampoo",0751 4074294,26.191826,78.159549
Shri Radheswami Blood Bank,"Dal Bazar Tiraha Raj Payga Road, Lashkar Gwalior",0751 2330393,26.195391,78.158556
Emergency Blood Bank,"1, Kasturba Market, Kampoo",0751 262 5377,26.191025,78.155889
Cancer Hospital and Research Centre Blood Bank,"Mandre Ki Mata, Gwalior","0751 2336502, 0751 2336505",26.1891269,78.1643907
Radhaswami Blood Bank Services,"Naya Bazar SS Kachoriwale-ke-samne Lashkar, Gwalior",0751 2321034,26.193562,78.155143
Birla Institute of Medical Research Blood Bank,"Surya Mandir Road, Gwalior","0751 2405655, 0751 2416620",26.235646,78.2116257
District Hospital Blood Bank,District Hospital,07577 223102,22.340634,77.093043
District Hospital Blood Bank,District Hospital,07574 254446,22.452716,77.430707
Society of Saint Joseph Hospital Blood Bank,"Housing Board Road, Hoshangabad",0757 4257835,22.7456386,77.7349264
Harit Blood Bank,"In front of Church, Sadar Bazar",07574 252989,22.7550302,77.7276707
Shreya Blood Bank,"Anand Nagar, Main Road",07574 251201,22.7509181,77.7269665
Civil Hospital Itarsi Blood Bank,"Janseva Rugnalaya Civil Hospital, Itarsi",07574 241988,22.361975,77.451276
MY Hospital & MGM Medical College - State of ART Model Blood Bank ,"MY Hospital & MGM Medical College, A.B.Road, Indore  ",0731 2438138,22.714476,75.882875
Modern Blood Bank,"160 Dreamland Theatre Annex.,  Mhow",0732 4271255,22.5549848,75.7612406
Allied Pathology Laboratory and Blood Bank,"6/E A, Scheme No 54, Opposite Fortune, Landmark Hotel, Vijay Nagar","0731 2556263, 0731 2553308",22.7648028,75.8972007
CHL Apollo Hospital Blood Bank,"Scheme No. 74 C, Sector D, Vijay Nagar",0731 2445566,22.7576343,75.8851319
Suyash Blood Bank,A.B. Road (opp M.G.M. Medical College),"0731 2493911, 0731 2493912, 0731 2493913",22.7137645,75.883995
Mohit Blood Bank Services,"21-22, Ground Floor Sch.No.54, Opposite, Meghdoot Garden","0731 5003333, 0731 2552833, 0731 2552844, 0731 2551850",22.7303214,75.8977238
Lions Club of Indore Blood Bank,"East 9, Premkumari Hospital, Biyabani, Biyabani, Indore, Madhya Pradesh ","0731 234 3122, 0731 2760222",22.7125571,75.8466107
MP Thalassmia Welfare Society Blood Bank,"J. H. 53, HIG Nanda Nagar, Indore",0731 4025333,22.74441,75.877246
Shubham Pathological Diagnostic Centre Blood Bank," 77, Bima Nagar, Opp Anand Bazar, Indore",07312 563202,22.727273,75.894246
Life Line Hospital Blood Bank,"14, Anoop Nagar, A. B. Road, MIG Circle, Vijay Nagar, Indore, Madhya Pradesh 
","0731 2575611, 0731 2575612, 0731 2575613",22.733333,75.8904996
Qurewell Blood Bank of Care Well Hospital Private Limited,"19/1-C, New Palasia",0731 2434445,22.729373,75.876087
Noble Pathology Labs Blood Bank,"37/1, South Tukoganj
",0731 2522970,22.721063,75.881751
Shri Satya Sai Blood Bank,"Sai Aradhna, 64 Mahavir Nagar, Kanaria Road
",0731 2590737,22.7195897,75.9017046
Shri Indore Cloth Market Hospital Blood Bank,"M. O. G. Lines, Dhar Road
","0731 2439223, 0731 2439200",22.7088319,75.8287983
Vishnu Prabha Diagnostic Centre Blood Bank,"South Tukoganj.Bunglow no.3 Indore

",0731 2522450,22.7205838,75.8765727
Choitram Hospital and Research Centre Blood Bank,"14, Manik Bagh Road
","0731 2362491, 0731 2362499, 0731 4206750, 0731 4206759",22.7063847,75.8556489
